Learner,stream,randomSeed,learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
trees.HoeffdingTree,generators.RandomRBFGenerator,1,96000.0,7.136864,1.910524446413749E-7,96000.0,85.24895833333333,70.49796235384997,70.3391073036885,70.30552118937283,96000.0,234880.0,83.0,42.0,42.0,9.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,97000.0,7.201852,1.950013510365453E-7,97000.0,85.28659793814433,70.5732609284911,70.43420616506462,70.37652040350366,97000.0,234880.0,83.0,42.0,42.0,9.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,98000.0,7.27441,1.9951520441513923E-7,98000.0,85.32959183673469,70.65921608153226,70.53108410027262,70.47298268673883,98000.0,240472.0,85.0,43.0,43.0,9.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,99000.0,7.337848,2.034617000549204E-7,99000.0,85.35858585858585,70.71725095179112,70.58286317327595,70.51764466592087,99000.0,240472.0,85.0,43.0,43.0,9.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,100000.0,7.401602,2.074278541426692E-7,100000.0,85.392,70.78408642067238,70.64190682905262,70.57982397841018,100000.0,240472.0,85.0,43.0,43.0,9.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,101000.0,7.468749,2.1160508770495656E-7,101000.0,85.44059405940594,70.88124032191716,70.7363184079602,70.68848668473927,101000.0,240472.0,85.0,43.0,43.0,9.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,102000.0,7.544824,2.1644778886602986E-7,102000.0,85.48039215686275,70.96083438702723,70.811407398648,70.76877528866082,102000.0,246064.0,87.0,44.0,44.0,9.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,103000.0,7.607971,2.204675332001514E-7,103000.0,85.50582524271844,71.01169466329726,70.87422205747508,70.8195695940267,103000.0,246064.0,87.0,44.0,44.0,9.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,104000.0,7.68036,2.2517282593788374E-7,104000.0,85.5326923076923,71.06543121673337,70.94413224417279,70.86197881364137,104000.0,251256.0,89.0,45.0,45.0,9.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,105000.0,7.753108,2.300086522040268E-7,105000.0,85.5552380952381,71.11050279239689,70.98613103778096,70.91658676893576,105000.0,256952.0,93.0,47.0,47.0,9.0,0.0,0.0,1.0
